state_name,year,industry_code,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay,lq_avg_annual_pay,lq_annual_avg_emplvl
Louisiana,1996,10,"Total, all industries",100344,1416015,35030033249,24738,1.02,0.96
Louisiana,2019,511110,NAICS 511110 Newspaper publishers,100,1306,59182872,45302,0.98,0.76
Maine,1999,10,"Total, all industries",41115,481359,12768569029,26526,0.99,0.99
Maine,1993,511110,Newspaper publishers,87,2698,59644188,22104,1.05,1.34
Maryland,2005,10,"Total, all industries",156958,2048799,87645608623,42779,0.97,0.98
Massachusetts,2009,511110,Newspaper publishers,186,7442,379633390,51009,0.96,1.11
Massachusetts,2010,511110,Newspaper publishers,177,7030,336353232,47845,0.9,1.13
Alabama,2009,511110,Newspaper publishers,139,3551,140936023,39694,1.07,0.9
Arizona,2013,10,"Total, all industries",140829,2102853,95728373709,45523,0.99,1.0
Arizona,2009,511110,Newspaper publishers,108,4409,183281102,41573,1.03,0.86
Arkansas,1999,511110,Newspaper publishers,136,3890,84944176,21837,0.87,1.07
Arkansas,2020,511110,NAICS 511110 Newspaper publishers,86,1262,43950212,34824,0.77,1.32
Connecticut,2021,10,"10 Total, all industries",127723,1378867,108684714969,78822,1.01,1.02
Delaware,1999,511110,Newspaper publishers,15,1250,39366281,31506,0.9,0.95
Florida,2005,10,"Total, all industries",551947,6694864,241658331531,36096,0.99,1.03
Florida,1999,511110,Newspaper publishers,316,24400,805725758,33021,1.15,1.09
Georgia,1993,10,"Total, all industries",168837,2526282,63255028324,25039,1.02,0.99
North Dakota,2005,10,"Total, all industries",22960,264609,7826400286,29577,0.99,0.96
North Dakota,2008,10,"Total, all industries",23393,286096,9982436191,34892,1.0,0.97
Ohio,1991,511110,Newspaper publishers,269,18207,436938194,23999,1.05,0.95
Oklahoma,2007,10,"Total, all industries",93860,1217335,43177569688,35469,1.0,0.94
Oklahoma,2017,511110,NAICS 511110 Newspaper publishers,148,2384,81184133,34056,0.81,1.35
Oregon,2012,10,"Total, all industries",126106,1372310,59939567136,43678,0.99,0.99
Pennsylvania,2019,511110,NAICS 511110 Newspaper publishers,246,6483,300839752,46407,0.86,1.23
Rhode Island,1993,10,"Total, all industries",30302,364640,8711043279,23889,0.98,1.03
Rhode Island,1993,511110,Newspaper publishers,41,2260,72588938,32123,1.35,1.34
South Carolina,2005,10,"Total, all industries",115194,1500676,48651908330,32420,0.99,0.98
South Carolina,1992,511110,Newspaper publishers,106,4435,101665958,22926,1.09,0.75
Tennessee,2005,10,"Total, all industries",128442,2286964,82008402715,35859,1.0,1.01
Tennessee,2021,511110,NAICS 511110 Newspaper publishers,145,2053,87511824,42621,0.76,0.95
Texas,2009,10,"Total, all industries",550101,8366274,386581108842,46207,1.02,0.99
Utah,2011,511110,Newspaper publishers,41,1788,65077612,36407,0.99,0.82
Washington,2016,10,"10 Total, all industries",236970,2669295,157639010961,59056,1.0,0.98
Washington,2021,10,"10 Total, all industries",267872,2805472,235647476010,83996,1.01,0.98
West Virginia,2004,511110,Newspaper publishers,81,2669,68518582,25668,0.87,1.34
West Virginia,2018,511110,NAICS 511110 Newspaper publishers,68,1309,38472546,29395,0.69,1.88
Wisconsin,1997,10,"Total, all industries",133453,2230849,60303179960,27031,0.99,1.03
Wisconsin,2007,511110,Newspaper publishers,220,8808,274011560,31110,0.86,1.23
Wisconsin,2015,511110,Newspaper publishers,201,4447,154177966,34671,0.84,1.17
Puerto Rico,1996,511110,Newspaper publishers,9,2561,63454873,24774,1.55,0.74
Puerto Rico,2011,511110,Newspaper publishers,14,1694,63094442,37237,1.53,0.99
Arizona,2007,511110,Newspaper publishers,117,5920,250071583,42241,1.06,0.87
Connecticut,2024,10,"10 Total, all industries",145984,1459005,129792472601,88960,1.01,1.01
Connecticut,1991,511110,Newspaper publishers,114,7086,180045458,25410,0.84,1.14
Connecticut,2009,511110,Newspaper publishers,99,3851,164743728,42775,0.79,1.11
Florida,1997,10,"Total, all industries",410234,5467465,142752935109,26110,0.99,1.01
Georgia,1998,10,"Total, all industries",205059,3103616,96607709317,31127,1.01,1.0
Georgia,2012,511110,Newspaper publishers,210,6344,421269169,66401,1.56,0.97
Georgia,2013,511110,Newspaper publishers,210,5555,309343725,55691,1.29,0.89
Idaho,2006,511110,Newspaper publishers,67,1905,57817559,30356,0.97,1.1
Illinois,1994,10,"Total, all industries",271916,4606448,133174347691,28910,1.01,1.03
Virgin Islands,1995,10,"Total, all industries",3240,28588,601384386,21037,0.9,0.81
Virgin Islands,1996,10,"Total, all industries",3241,27199,610406799,22442,0.91,0.78
North Carolina,2018,10,"10 Total, all industries",270234,3710090,188651371987,50848,1.0,0.99
North Carolina,2021,511110,NAICS 511110 Newspaper publishers,183,2213,98886684,44681,0.8,0.69
North Dakota,1997,511110,Newspaper publishers,78,1603,30768745,19192,0.88,1.56
North Dakota,1998,511110,Newspaper publishers,79,1605,32505138,20255,0.89,1.57
Ohio,2018,10,"10 Total, all industries",283135,4687246,234289876038,49985,0.99,1.02
Ohio,1997,511110,Newspaper publishers,328,17225,515720189,29941,1.04,0.94
Oklahoma,1995,10,"Total, all industries",79093,1016703,22663428291,22291,0.99,0.95
Oklahoma,2015,511110,Newspaper publishers,145,2644,89724970,33936,0.84,1.22
Oregon,2007,10,"Total, all industries",125387,1456874,57085210979,39183,0.99,1.0
Pennsylvania,1991,10,"Total, all industries",259496,4283583,102545573438,23939,1.0,1.04
Rhode Island,2006,511110,Newspaper publishers,39,1532,63954285,41737,1.07,1.18
South Dakota,1991,10,"Total, all industries",22767,226672,3729625000,16454,0.98,0.97
Ohio,1995,511110,Newspaper publishers,333,17437,482996365,27700,1.06,0.93
Ohio,2011,511110,Newspaper publishers,290,10163,444306838,43720,1.11,1.11
Oklahoma,2018,10,"10 Total, all industries",104889,1285704,60137107092,46774,1.0,0.94
Oklahoma,2020,511110,NAICS 511110 Newspaper publishers,133,1337,40793010,30509,0.66,1.06
Pennsylvania,1998,10,"Total, all industries",284446,4679354,145870460137,31173,0.99,1.03
Pennsylvania,2001,10,"Total, all industries",321079,4849237,167511728547,34544,0.99,1.04
Rhode Island,1997,10,"Total, all industries",30937,380548,10462483982,27493,0.97,1.02
Rhode Island,2022,10,"10 Total, all industries",45438,420969,26511469596,62977,0.97,1.02
Tennessee,2024,513110,NAICS 513110 Newspaper publishers,181,1732,89197932,51497,0.72,0.92
Texas,2018,511110,NAICS 511110 Newspaper publishers,471,7720,399685197,51776,0.97,0.63
Vermont,1996,10,"Total, all industries",20759,226704,5455644586,24065,0.99,1.0
Vermont,2017,511110,NAICS 511110 Newspaper publishers,43,527,19928789,37851,0.88,1.52
Vermont,2024,513110,NAICS 513110 Newspaper publishers,47,344,16672401,48513,0.71,1.93
Illinois,2021,10,"10 Total, all industries",378265,4948150,351743421885,71086,1.01,1.02
Illinois,2016,511110,NAICS 511110 Newspaper publishers,338,7013,340107303,48500,0.93,0.96
Indiana,1991,511110,Newspaper publishers,216,9095,167789447,18450,0.84,0.92
Iowa,2006,511110,Newspaper publishers,263,5573,157131927,28196,0.86,1.41
Kansas,1997,10,"Total, all industries",74124,1019314,26286967590,25789,1.01,0.97
Kansas,1992,511110,Newspaper publishers,200,4333,79675917,18390,0.86,1.01
Kansas,2019,511110,NAICS 511110 Newspaper publishers,125,1115,34590562,31011,0.69,0.9
Kentucky,1999,511110,Newspaper publishers,192,4979,135655951,27244,0.99,0.88
Louisiana,2009,10,"Total, all industries",119364,1496537,60595679416,40491,1.01,0.97
Louisiana,2001,511110,Newspaper publishers,119,4545,139205327,30632,1.09,0.78
Michigan,2014,10,"Total, all industries",228871,3538241,170155314627,48090,0.99,1.02
Minnesota,2014,511110,Newspaper publishers,270,4841,207689707,42903,0.9,1.2
Mississippi,1994,10,"Total, all industries",55800,834272,16769302378,20101,1.0,0.97
Mississippi,2019,511110,NAICS 511110 Newspaper publishers,105,1094,32640941,29841,0.78,1.08
Idaho,2011,10,"Total, all industries",50838,496878,17592646810,35406,1.0,0.98
Idaho,2019,511110,NAICS 511110 Newspaper publishers,57,865,36870549,42629,1.03,1.29
Iowa,2003,10,"Total, all industries",84515,1177501,35584066035,30220,0.99,1.0
Iowa,2016,511110,NAICS 511110 Newspaper publishers,242,3600,128319701,35642,0.86,1.88
Louisiana,2010,10,"Total, all industries",123042,1481210,61425525961,41470,1.01,0.97
Louisiana,2006,511110,Newspaper publishers,123,3850,142180439,36932,1.05,0.79
Maine,1994,10,"Total, all industries",36588,432133,9437101781,21838,0.99,0.99
Maine,2013,511110,Newspaper publishers,76,1550,51639607,33318,0.92,1.66
Maryland,2011,511110,Newspaper publishers,115,3327,149344906,44893,0.93,0.73
Alaska,1998,10,"Total, all industries",17233,198940,6382750777,32084,0.95,0.88
Alaska,2014,10,"Total, all industries",19985,253462,13338356818,52625,0.99,0.91
Arizona,1990,10,"Total, all industries",81402,1240236,25906697855,20889,0.99,0.99
Arizona,1999,511110,Newspaper publishers,117,6908,230896022,33423,1.1,0.98
Arkansas,2019,511110,NAICS 511110 Newspaper publishers,92,1606,52521450,32703,0.77,1.48
California,1990,511110,Newspaper publishers,554,53319,1386804112,26010,1.0,0.95
California,1995,511110,Newspaper publishers,759,39930,1168670093,29268,0.97,0.85
Colorado,1992,10,"Total, all industries",101918,1297398,32217740567,24833,1.0,0.99
Connecticut,2014,10,"Total, all industries",110482,1417753,91888499409,64813,1.02,1.01
Georgia,1995,511110,Newspaper publishers,239,13063,322736647,24706,0.96,1.06
Hawaii,2016,10,"10 Total, all industries",37816,525124,23917439657,45546,0.95,0.95
Idaho,2009,10,"Total, all industries",53039,500194,16850433053,33688,1.0,0.98
Idaho,1998,511110,Newspaper publishers,68,2034,43147958,21213,0.86,1.15
Alabama,2019,10,"10 Total, all industries",123160,1622460,77855472921,47986,0.98,0.96
Alabama,1998,511110,Newspaper publishers,135,4550,125506822,27584,1.03,0.73
Alaska,1992,10,"Total, all industries",14639,172052,5133436811,29836,0.95,0.86
Alaska,2002,10,"Total, all industries",17402,211903,7617914527,35950,0.97,0.88
Alaska,2000,511110,Newspaper publishers,36,1113,30480617,27398,0.79,1.26
Arkansas,1994,10,"Total, all industries",61244,847222,17319006361,20442,0.99,1.0
Colorado,1991,10,"Total, all industries",99033,1252037,29719330340,23737,1.0,0.99
Florida,2018,10,"10 Total, all industries",684528,7635037,377741168071,49475,0.99,1.03
Florida,1995,511110,Newspaper publishers,301,25907,730132165,28183,1.17,1.17
Hawaii,2021,511110,NAICS 511110 Newspaper publishers,16,477,26837135,56253,1.0,1.14
Indiana,2003,10,"Total, all industries",147078,2427271,81058368340,33395,1.01,1.03
Indiana,2012,10,"Total, all industries",154278,2418425,100018468960,41357,1.0,1.02
Indiana,2011,511110,Newspaper publishers,173,5929,194729768,32844,0.89,1.16
Iowa,2015,511110,Newspaper publishers,248,3793,134549135,35475,0.88,1.82
Kansas,2016,10,"10 Total, all industries",85053,1129173,50554368331,44771,1.02,0.97
Kentucky,1997,10,"Total, all industries",92961,1388943,35244424816,25375,1.0,0.99
Kentucky,2007,10,"Total, all industries",108724,1501470,54368313371,36210,0.99,0.99
Kentucky,2013,10,"Total, all industries",112028,1475768,59882732131,40577,1.0,0.98
Maryland,2010,10,"Total, all industries",160241,1968562,97436422680,49496,0.96,0.97
Maryland,2020,10,"10 Total, all industries",171263,2031687,134866592186,66382,0.96,0.95
Maryland,2003,511110,Newspaper publishers,112,5283,202317524,38295,0.95,0.72
Massachusetts,2007,511110,Newspaper publishers,182,9420,470305811,49928,0.95,1.13
Texas,2023,10,"10 Total, all industries",814653,11729639,863475384768,73615,1.01,1.0
Washington,1993,511110,Newspaper publishers,213,8072,186734501,23134,0.93,0.91
Wisconsin,2009,10,"Total, all industries",149306,2257760,87208925960,38626,1.0,1.03
Wisconsin,2005,511110,Newspaper publishers,230,9698,282275631,29107,0.85,1.26
Wyoming,2019,511110,NAICS 511110 Newspaper publishers,39,674,19534494,28969,0.62,2.74
Puerto Rico,1998,10,"Total, all industries",46261,695944,11935431805,17150,0.96,0.84
Puerto Rico,1993,511110,Newspaper publishers,14,2088,49675935,23793,1.69,0.6
Virgin Islands,2019,10,"10 Total, all industries",3289,27961,1408689794,50380,0.96,0.85
Virgin Islands,2022,513110,NAICS 513110 Newspaper publishers,3,0,0,0,0.0,0.0
Alaska,2001,511110,Newspaper publishers,41,1139,30448511,26744,0.76,1.29
Arizona,1996,10,"Total, all industries",103571,1602733,41569068475,25936,0.99,1.01
Arizona,2022,10,"10 Total, all industries",203253,2689673,173939638194,64669,0.99,1.02
Arkansas,1992,10,"Total, all industries",57432,779272,15366544796,19719,0.99,1.0
Arkansas,2008,10,"Total, all industries",81396,971640,33475928488,34453,0.99,0.99
Arkansas,2009,10,"Total, all industries",81347,931223,32714365887,35131,0.99,0.99
Arkansas,2012,511110,Newspaper publishers,106,2563,74999831,29261,0.83,1.31
California,2021,511110,NAICS 511110 Newspaper publishers,452,7547,557731512,73904,0.91,0.62
Colorado,2005,511110,Newspaper publishers,181,7080,278091878,39280,0.98,1.15
Delaware,2009,511110,Newspaper publishers,16,778,31668654,40701,0.9,0.9
Hawaii,1993,10,"Total, all industries",31208,434543,11016545918,25352,0.98,0.96
Hawaii,1990,511110,Newspaper publishers,30,1654,50213471,30366,1.32,0.74
Hawaii,2013,511110,Newspaper publishers,20,809,41231774,50956,1.26,0.82
Hawaii,2018,511110,NAICS 511110 Newspaper publishers,16,626,35559662,56767,1.21,0.95
Idaho,2005,10,"Total, all industries",49112,505098,15375362602,30440,0.99,0.98
South Dakota,2006,511110,Newspaper publishers,98,1551,38003741,24505,0.84,1.5
Texas,2016,511110,NAICS 511110 Newspaper publishers,495,9574,467620769,48841,0.97,0.65
Utah,2014,511110,Newspaper publishers,44,1517,57882325,38156,0.96,0.79
Vermont,1991,10,"Total, all industries",20265,201588,4235445629,21010,1.0,1.0
Vermont,1998,10,"Total, all industries",21215,235999,6190705453,26232,0.99,1.0
Vermont,2004,10,"Total, all industries",22595,248057,8116784912,32721,0.99,0.99
Vermont,2015,10,"Total, all industries",23127,254099,11014936500,43349,0.98,0.98
Vermont,2006,511110,Newspaper publishers,52,1214,33770659,27814,0.82,1.49
Vermont,2011,511110,Newspaper publishers,46,859,26803366,31206,0.85,1.57
Virginia,2017,10,"10 Total, all industries",262446,3140917,175840565206,55984,0.99,0.96
Washington,1991,10,"Total, all industries",140229,1766088,41072685963,23256,0.99,0.99
Washington,2010,511110,Newspaper publishers,162,4980,191570462,38467,0.86,0.9
Puerto Rico,2002,10,"Total, all industries",45647,701719,13923357865,19842,0.97,0.84
Virgin Islands,1999,10,"Total, all industries",3151,27615,656269910,23765,0.91,0.79
Virgin Islands,2021,511110,NAICS 511110 Newspaper publishers,3,0,0,0,0.0,0.0
Missouri,2011,511110,Newspaper publishers,271,5210,178919613,34339,0.91,1.09
Missouri,2012,511110,Newspaper publishers,263,4772,171428677,35921,0.91,1.07
Montana,2005,511110,Newspaper publishers,77,1744,48203096,27633,0.98,1.5
Nevada,1995,511110,Newspaper publishers,51,1750,43363045,24780,0.95,0.61
New Hampshire,1995,511110,Newspaper publishers,70,2343,53874931,22991,0.89,1.21
New Hampshire,2022,513110,NAICS 513110 Newspaper publishers,39,590,30170774,51180,0.68,1.27
New Jersey,1992,511110,Newspaper publishers,164,16096,516607287,32096,1.02,1.21
Ohio,2011,10,"Total, all industries",273730,4247686,179439526034,42244,0.99,1.02
Ohio,2017,511110,NAICS 511110 Newspaper publishers,254,6506,306049819,47040,1.03,1.09
Oklahoma,2021,511110,NAICS 511110 Newspaper publishers,126,1124,37658154,33501,0.69,1.0
Oregon,2001,511110,Newspaper publishers,123,4720,149672023,31712,0.99,0.95
Pennsylvania,2011,10,"Total, all industries",331723,4825064,225147152152,46662,1.0,1.04
Pennsylvania,2023,10,"10 Total, all industries",372887,5301444,367374448274,69297,1.0,1.04
Rhode Island,1995,10,"Total, all industries",30317,373729,9446888883,25277,0.97,1.03
South Carolina,2015,10,"Total, all industries",118345,1607203,66433140036,41335,0.99,0.97
South Carolina,2018,10,"10 Total, all industries",128358,1743243,76778999611,44044,0.99,0.98
South Dakota,2020,511110,NAICS 511110 Newspaper publishers,80,671,20778191,30981,0.68,1.98
Mississippi,2013,10,"Total, all industries",66316,855652,30708946090,35890,0.99,0.93
Missouri,2010,10,"Total, all industries",163885,2142941,87543627124,40852,1.01,1.0
Missouri,2022,10,"10 Total, all industries",224172,2424908,145877680285,60158,1.01,1.0
Missouri,1990,511110,Newspaper publishers,298,9131,202947996,22227,1.03,0.95
Nebraska,2011,10,"Total, all industries",56336,743476,27930327619,37567,0.99,0.99
Nebraska,1999,511110,Newspaper publishers,145,3632,80699671,22218,0.84,1.28
Nebraska,2013,511110,Newspaper publishers,134,2483,71939476,28977,0.79,1.67
Nevada,2005,10,"Total, all industries",65913,1075087,40725788792,37881,0.98,1.05
New Hampshire,2007,10,"Total, all industries",46685,543833,24108580281,44331,1.01,1.02
New Jersey,1992,10,"Total, all industries",215225,2837448,89998899005,31718,1.0,1.01
New Jersey,1999,10,"Total, all industries",280009,3246802,132430186274,40788,1.0,1.01
New Jersey,2019,10,"10 Total, all industries",271550,3510701,235388099065,67049,1.0,1.01
New Mexico,2001,511110,Newspaper publishers,62,2252,58387599,25933,0.93,0.99
Georgia,2022,10,"10 Total, all industries",370748,4062791,270647015817,66616,1.01,1.01
Idaho,1996,10,"Total, all industries",37363,400815,9388703130,23424,1.0,0.97
Idaho,2016,10,"10 Total, all industries",56102,572321,22631399683,39543,1.0,0.98
Indiana,2005,10,"Total, all industries",148561,2476047,87808486839,35463,1.01,1.02
Kentucky,2024,513110,NAICS 513110 Newspaper publishers,167,953,43260894,45390,0.71,0.83
Alabama,1993,10,"Total, all industries",91016,1356310,30185490007,22256,0.99,0.97
Alabama,2000,10,"Total, all industries",107431,1539894,43830041864,28463,0.98,0.97
Alaska,2013,511110,Newspaper publishers,26,541,17911700,33129,0.7,1.03
Arizona,2010,511110,Newspaper publishers,97,3944,164904127,41815,1.05,0.85
Arizona,2013,511110,Newspaper publishers,100,3384,154775156,45736,1.08,0.85
Arizona,2015,511110,Newspaper publishers,92,3159,147486251,46683,1.07,0.89
California,2017,10,"10 Total, all industries",1479872,14558652,954242852978,65545,1.0,1.01
California,2018,10,"10 Total, all industries",1517847,14876010,1014583474042,68203,1.0,1.01
California,2000,511110,Newspaper publishers,705,35732,1355085545,37924,0.94,0.75
California,2003,511110,Newspaper publishers,743,32911,1393399198,42338,1.0,0.74
